reaction,flux
DMQMT,3.242519720208444e-07
DXYLK,-0.0
E4PD,3.242519720208444e-07
DMSOR1,0.0
ASAD,-1.001521137248941
DMSOR1pp,0.0
DMSOR2,0.0
EAR100x,0.00024749440629836194
EAR100y,0.0
EAR120x,0.00024749440629836194
DMSOR2pp,0.0
EAR120y,0.0
DMSOtex,0.0
ASCBPL,0.0
DMSOtpp,0.0
DMStex,0.0
EAR121x,1.0002078905885776
EAR121y,0.0
EAR140x,1.0001882304516991
FCLK,-0.0
EAR140y,0.0
EAR141x,1.0002078905885776
EAR141y,0.0
EAR160x,1.000176378533206
EAR160y,0.0
EAR161x,0.00020789058857763874
EAR161y,0.0
EAR180x,1.0
EAR180y,0.0
EAR181x,1.0000707043775632
EAR181y,0.0
ECOAH5,-1.0000000043621342
ECOAH6,-2.0
ECOAH7,-1.0
ECOAH8,-2.0
EDA,0.0
EDD,0.0
EDTXS1,1.1851918493013016e-05
EDTXS2,1.1851918493013016e-05
EDTXS3,0.0
EDTXS4,0.0
EAR40x,1.000455384994876
EAR40y,0.0
EAR60x,1.000455384994876
EAR60y,0.0
EGMEACPR,2.9080894351645234e-09
FCLPA,-0.0
ENLIPAabctex,0.0
ENO,-5.5068850398719995
EAR80x,1.000455384994876
EAR80y,0.0
ECA4COLIPAabctex,0.0
ENTCS,3.242519720208444e-07
ENTERES,0.0
ENTERES2,0.0
EPMEACPR,2.9080894351645234e-09
ECA4OALpp,0.0
ECAP1pp,0.0
ECAP2pp,0.0
ECAP3pp,0.0
ECAtpp,0.0
ETHAAL,0.0
ETHAt2pp,0.0
ECOAH1,-1.0
FCLT,6.485039440416888e-07
ECOAH2,-1.0
ECOAH3,-1.0
ETHAtex,0.0
ETHSO3abcpp,0.0
ETHSO3tex,0.0
ECOAH4,-1.0000000043621342
ETOHtex,0.0
FDH4pp,0.00046884944899838743
ETOHtrpp,0.0
F6PA,-3.9999997186423473
F6PP,0.0
FHL,0.0
FLDR2,1.0
F6Pt6_2pp,0.0
FLVR,0.0
FDH5pp,0.0
FLVRx,0.0
FMETTRS,0.0
FMNAT,3.24251971132666e-07
FMNRx,0.0
F6Ptex,0.0
FA100ACPHi,0.0
FA120ACPHi,0.0
FA140ACPHi,0.0
FA141ACPHi,0.0
FA160ACPHi,0.0
FA161ACPHi,0.0
FMNRx2,0.0
FOMETRi,1000.0
FORCT,-0.0
FDMO,0.0
FORt2pp,1.0
FORtex,0.0
FORtppi,1.0004688494489984
FRD2,4.0
FRD3,54.40642232849228
FRUK,0.0
FRULYSDG,-0.0
FRULYSE,0.0
FA80ACPHi,0.0
FDMO2,0.0
FRULYSK,-0.0
FRULYSt2pp,0.0
FRULYStex,0.0
FRUURt2rpp,0.0
FRUURtex,0.0
FACOAE100,0.0
FACOAE120,1.0
FACOAE140,1.0
FRUpts2pp,0.0
FRUptspp,0.0
FRUtex,0.0
FTHFD,2.000465282677304
FTHFLi,0.0
FUCtex,0.0
FUCtpp,0.0
FUM,34.282628540891835
FUMt2_2pp,1.0
FUMt2_3pp,0.0
FACOAE141,1.0
FACOAE160,0.0
FACOAE161,1.0
FACOAE180,1.0
FACOAE181,1.0
FUMtex,1.0
FUSAtex,0.0
FDMO3,0.0
FUSAtpp,0.0
G1PACT,2.0001039002193397
G1PPpp,0.0
FACOAE60,1.0
FACOAE80,4.362134209401347e-09
FACOAL100t2pp,0.0
FACOAL120t2pp,4.362134209401347e-09
FACOAL140t2pp,1.0
G1PTT,1.1851918493013016e-05
G1Ptex,0.0
G1SAT,7.782047328500266e-06
FACOAL141t2pp,2.0
FDMO4,0.0
FACOAL160t2pp,0.0
FACOAL161t2pp,0.0
FACOAL180t2pp,2.0
FACOAL181t2pp,2.0
FACOAL60t2pp,0.0
FACOAL80t2pp,0.0
G2PP,0.0
G2PPpp,0.0
G3PAT120,2.1810671047006736e-09
G3PAT140,1.0
G3PAT141,1.0
G3PAT160,8.818926616604994e-05
G3PAT161,6.859310550721975e-05
G3PAT180,1.0
FADRx,0.0
FDMO6,0.0
FADRx2,0.0
FALDH2,0.0
FALDtex,0.0
FALDtpp,0.0
FALGTHLs,0.0
G3PAT181,1.0000353521887817
G3PCabcpp,0.0
G3PCtex,0.0
G3PD2,-4.000234756246676
G3PD5,0.0
G3PD6,0.0
FBA,-1.0029295096949213
FBA3,2.0005411183795143
G3PD7,0.0
FE2abcpp,0.0
FBP,2.0029295096949213
G3PEabcpp,0.0
FE2t2pp,0.0
G3PEtex,0.0
G3PGabcpp,0.0
G3PGtex,0.0
G3PIabcpp,0.0
G3PItex,0.0
FCI,0.0
G3PSabcpp,0.0
FE2t3pp,0.9999774230476697
G3PStex,0.0
G3PT,0.0
GGPTRCS,0.0
GHBDHx,0.0
GHMT2r,1.0008662369621855
G5SADs,0.0003123258972472347
FE2tex,3.0000225769523303
G5SD,0.0003123258972472347
G6PDA,0.9998960997806603
GK1,2.000343963002212
GLBRAN2,1000.0
GLCATr,0.0
G6PDH2r,5.002541873732595
FE2tpp,0.0
G6PP,0.0
G6Pt6_2pp,0.0
G6Ptex,0.0
GAL1PPpp,0.0
GLCDpp,0.0
FE3DCITabcpp,0.0
GLCNt2rpp,0.0
GAL1Ptex,0.0
GALBDtex,0.0
GALCTD,0.0
GALCTLO,0.0
GALCTND,0.0
GLCNtex,0.0
GLCP,0.9997758052071302
GLCP2,0.0
GALCTNLt2pp,0.0
FE3DCITtonex,0.0
GALCTNLtex,0.0
GALCTNt2pp,0.0
GALCTNtex,0.0
GALCTt2rpp,0.0
GLCRAL,0.0
GLCRD,0.0
GLCRt2rpp,0.0
GALCTtex,0.0
FE3DHBZR,0.0
GALKr,0.0
GALM2pp,0.0
GALS3,0.0
GLCRtex,0.0
GLCS1,1.0
GLCTR1,1.1851918493013016e-05
GLCTR2,1.1851918493013016e-05
GALT1,1.1851918493013016e-05
FE3DHBZSabcpp,0.0
GALTptspp,0.0
GLCTR3,1.1851918493013016e-05
FE3DHBZStonex,0.0
GLCUR1Ptex,0.0
GALTtex,0.0
GLCURt2rpp,0.0
GLCURtex,0.0
GLCabcpp,0.0
GALURt2rpp,0.0
GALURtex,0.0
GALUi,1.000047407673972
GLCptspp,0.0
FE3HOXR1,0.0
GLCt2pp,0.0
GALabcpp,0.0
FE3HOXR2,0.0
GLCtex_copy1,0.0
FE3HOXR3,0.0
GLCtex_copy2,0.0
GLDBRAN2,1000.0
FE3HOXUtex,0.0
GLGC,1.0
FE3HOXUtpp,0.0
GLNS,6.0008139131630225
FE3HOXabcpp,0.0
GLNTRS,0.0
FE3HOXexs,0.0
GLNabcpp,0.0
GLNtex,0.0
GLTPD,0.0
GLU5K,0.0003123258972472347
GLUABUTt7pp,1000.0
GALt2pp,0.0
GALtex,0.0
GAM6Pt6_2pp,0.0
GAMAN6Ptex,0.0
GAMptspp,0.0
GAMtex,0.0
GAPD,-4.004897133912089
GLUCYS,3.242519720208444e-07
GLUDC,0.0
GLUDy,-8.010801990607607
GLUN,0.0
GLUNpp,0.0
GLUPRT,1.0000003242519708
GLUR,-1.0000400981911768
GARFT,-1.0
FE3HOXtonex,0.0
GART,2.000000324251971
GLUSy,1.0
GLUTRR,7.782047328500266e-06
GLUTRS,7.782047328500266e-06
GLUabcpp,0.0
GBBTNtex,0.0
GCALDD,1.297007889193445e-06
GDMANE,0.0
GLUt2rpp,-1000.0
FE3Ri,8.499998881839613
GLUt4pp,0.0
GLUtex,0.0
GDPDPK,1.0
GDPMNH,0.0
GLXCL,0.499684494106955
FE3abcpp,0.0
GLYALDtex,0.0
GDPMNP,0.0
GDPTPDP,0.0
GLYALDtpp,0.0
GDPtex,0.0
FE3tex,-4.0
GF6PTA,1.0
GGGABADr,0.0
GGGABAH,0.0
GGPTRCO,0.0
GLYAT,1.0
GLYBabcpp,0.0
GLYBt2pp,0.0
GLYBtex,0.0
GLYC2Pabcpp,0.0
GLYC2Ptex,0.0
GLYC3Pabcpp,0.0
FECRMR1,0.0
GLYC3Pt6pp,3.00000000218063
GLYC3Ptex,0.0
GTPDPDP,1.0
GLYCAt2rpp,0.0
GTPDPK,1.0
FECRMR2,0.0
GTPHs,0.0
GLYCAtex,0.0
GLYCDx,3.9999997186423473
GLYCK,0.0
GTPtex,0.0
GUACYC,0.0
GLYCK2,0.499684494106955
FECRMR3,0.0
GLYCL,1.0
GLYCLTDx,1.0
GLYCLTDy,1.0
GUAD,0.9993676912060219
GUAPRT,1.0006323087939781
GUAt2pp,1.0
GUAtex,0.0
GUAtpp,-1.0
GUI1,0.0
GUI2,0.0
GUR1PPpp,0.0
H2O2tex,0.0
H2Otex,-50.1840335865066
H2Otpp,-60.184053322981704
H2SO,0.0
GLYCLTt2rpp,-1.0
GLYCLTt4pp,1.0
GLYCLTtex,0.0
GLYCTO2,0.0
GLYCTO3,0.0
GLYCTO4,2.000001297007889
GLYCtex,0.0
GLYCtpp,-2.9999997186423473
GLYK,0.0
H2St1pp,0.0
H2Stex,0.0
H2tex,0.0
FECRMUtex,0.0
H2tpp,0.0
FECRMUtpp,0.0
HACD1,-1.0
HACD2,-1.0
HACD3,-1.0
HACD4,-1.0000000043621342
HACD5,-1.0000000043621342
HACD6,-2.0
GLYOX,0.0
GLYOX3,0.0
GLYTRS,0.0
GLYt2pp_copy1,0.0
GLYt2pp_copy2,0.0
HACD7,-1.0
HACD8,-2.0
HADPCOADH3,0.0
HBZOPT,3.242519720208444e-07
HCINNMt2rpp,0.0
FECRMabcpp,0.0
HCINNMtex,0.0
HCO3E,12.003175480987629
HCYSMT,0.0
GLYt4pp,0.0
GLYtex,0.0
GMAND,0.0
HCYSMT2,0.0
GMHEPAT,4.7407673972052066e-05
FECRMexs,0.0
GMHEPK,4.7407673972052066e-05
HDCAtexi,0.0
HDCEAtexi,0.0
HEMEOS,3.242519720208444e-07
HEPK1,1.1851918493013016e-05
GMHEPPA,4.7407673972052066e-05
GMPR,0.00028834579176595664
HEPK2,1.1851918493013016e-05
HEPT1,1.1851918493013016e-05
FECRMtonex,0.0
GMPS2,1.0
FEENTERR1,0.5
GMPtex,0.0
GND,5.002541873732595
GNK,0.0
HEPT2,1.1851918493013016e-05
HEPT3,1.1851918493013016e-05
HEPT4,1.1851918493013016e-05
HETZK,-0.0
HEX1,2.0
HEX4,0.0
HEX7,0.0
GOFUCR,0.0
GP4GH,-0.0
GPDDA1,0.0
HEXt2rpp,0.0
FEENTERR2,0.0
GPDDA1pp,0.0
GPDDA2,0.0
FEENTERR3,0.0
GPDDA2pp,0.0
HG2abcpp,0.0
HG2t3pp,0.0
FEENTERabcpp,1.0
HG2tex,0.0
GPDDA3,0.0
GPDDA3pp,0.0
HISTD,0.0001338535405217527
FEENTERexs,1.0
HISTP,0.0001338535405217527
HISTRS,0.0
GPDDA4,1.0
HISabcpp,1.0
FEENTERtex,1.0
GPDDA4pp,1.000000002181067
FEENTERtonex,1.0
GPDDA5,0.0
GPDDA5pp,0.0
HISt2rpp,-1.0
HIStex,0.0
HKNDDH,0.0
HKNTDH,-0.0
HMBS,9.727559160625333e-07
HMPK1,-0.0
HOMt2pp,0.0
GRTT,1.3769803475504019e-06
GRXR,1.0003603951615658
FEENTERtpp,1.0
GSNK,0.0
HOMtex,0.0
GSNt2pp,0.0
FEOXAMR1,0.0
GSNtex,0.0
FEOXAMR2,0.0
FEOXAMR3,0.0
GSPMDA,0.0
FEOXAMUtex,0.0
GSPMDS,0.0
FEOXAMUtpp,0.0
GTHOXtex,0.0
HOPNTAL,0.0
GTHOr,1.0003603951615658
FEOXAMabcpp,0.0
GTHPi,0.0
HPPK2,1.297007889193445e-06
GTHRDHpp,0.0
FEOXAMexs,0.0
GTHRDabc2pp,0.0
HPPPNDO,0.0
HPPPNt2rpp,0.0
FEOXAMtonex,0.0
HPPPNtex,0.0
HPYRI,-1000.0
HPYRRx,999.0
HPYRRy,1.0
HSDy,-1.0009961907547757
GTHRDabcpp,0.0
GTHRDtex,0.0
GTHS,3.242519720208444e-07
GTPCI,1.297007889193445e-06
GTPCII2,6.485039440416888e-07
FEROpp,1.0
HSK,1.000768916295194
HSST,0.0002272744595816954
INStex,0.0
FESD1s,8.500004282161694
IPDDI,-8.257519951149665e-06
IPDPS,0.0
HSTPT,0.0001338535405217527
HXAND,0.0
HXAtex,0.0
IPMD,0.0006365487883737274
FESD2s,0.0
IPPMIa,-0.0006365487883737274
FESR,17.000008564323387
IPPMIb,-0.0006365487883737274
HXCT,1.0
LIPAabctex,0.0
HXPRT,1.0
HYD1pp,0.0
IPPS,0.0006365487883737274
ISETACabcpp,0.0
ISETACtex,0.0
K2L4Aabcpp,0.0
K2L4Aabctex,0.0
KARA1,-0.001235266241249872
HYD2pp,0.0
HYD3pp,0.0
LIPOCT,0.0
HYPOE,1.0
KARA2,0.000410485548041778
KAS14,0.0
KAS15,1.000455384994876
LIPOS,4.362134152746786e-09
KDOCT2,3.555575547903905e-05
KDOPP,3.555575547903905e-05
HYXNtex,0.0
HYXNtpp,0.0
Htex,32.79109878467642
KDOPS,3.555575547903905e-05
LIPOt2pp,0.0
KG6PDC,-0.0
Kabcpp,0.0
Kt2pp,0.0002700015636078502
Kt3pp,0.0
Ktex,0.0002700015636078502
L_LACD2,1.0
I2FE2SR,2.9080894351645234e-09
I2FE2SS,3.969542078999575e-07
I2FE2SS2,3.649652241131478e-07
I2FE2ST,3.4897073221974286e-08
I4FE4SR,3.649652241131478e-07
I4FE4ST,3.649652241131478e-07
ICDHyr,13.38137077546642
ICHORS_copy1,-999.9999983787401
ICHORS_copy2,1000.0
ICHORT,9.727559160625333e-07
ICL,1.0
ICYSDS,2.566388926532692e-06
IDOND,0.0
IDOND2,0.0
IDONt2rpp,0.0
L_LACD3,0.0
L_LACt2rpp,-0.0
L_LACtex,-0.0
LA4NTpp,0.0
LACZ,0.0
LACZpp,0.0
LADGMDH,1.0
LALADGLUtex,0.0
IDONtex,0.0
IG3PS,0.0001338535405217527
LALADGLUtpp,0.0
LIPOtex,0.0
LALALGLUtex,0.0
LALALGLUtpp,0.0
IGPDH,0.0001338535405217527
IGPS,8.031270593093865e-05
LPADSS,1.1851918493013016e-05
ILETA,-0.000410485548041778
ILETRS,0.0
ILEabcpp,1.0
ILEt2rpp,-1.0
ILEtex,0.0
IMPC,-1.0001338535405206
LALDO2x,0.0
LALDO3,1.0
LALGP,1.0
LCADi,1.0
LCARR,0.0
LCARS,0.0
IMPD,1.0
IMPtex,0.0
INDOLEt2pp,0.0
INDOLEt2rpp,0.0
INDOLEtex,0.0
INOSTt4pp,0.0
INSH,1.0
INSK,0.0
INSTtex,0.0
LCTSt3ipp,0.0
LCTStex,0.0
LCTStpp,0.0
INSt2pp_copy1,1000.0
LDH_D,1.0
LPLIPAL1A120pp,0.0
LDH_D2,0.0
LEUTAi,0.0006365487883737274
LEUTRS,0.0
INSt2pp_copy2,-1000.0
LEUabcpp,1.0
LPLIPAL1A140pp,0.0
LEUt2rpp,-1.0
LEUtex,0.0
LYStex,0.0
LYXI,0.0
LGTHL,0.0
LPLIPAL1A141pp,1.0
LIPACabcpp,0.0
LIPAHT2ex,0.0
LIPAHTex,0.0
LIPAMPL,0.0
LIPATPT,0.0
LIPAabcpp,0.0
LYXt2pp,0.0
LYXtex,0.0
M1PD,0.0
MACPD,1.0
MALCOAMT,2.9080894351645234e-09
MALDDH,0.0
MALDt2_2pp,0.0
LPLIPAL1A160pp,0.0
MALDtex,0.0
MALS,1.0
MALTATr,0.0
MELIBt2pp,0.0
LPLIPAL1A161pp,0.0
MELIBt3ipp,0.0
MELIBtex,0.0
MALTHXabcpp,0.0
MALTHXtexi,0.0
MALTPTabcpp,0.0
LPLIPAL1A180pp,0.0
MALTPTtexi,0.0
MEOHtex,-2.9080894351645234e-09
MEOHtrpp,-2.9080894351645234e-09
MEPCT,9.634500298700067e-06
MALTTRabcpp,0.0
MALTTRtexi,0.0
LPLIPAL1A181pp,1.0
MALTTTRabcpp,0.0
MALTTTRtexi,0.0
MALTabcpp,0.0
METAT,1.2417541888152516e-05
METDabcpp,0.0
METDtex,0.0
METOX1s,0.0
METOX2s,0.0
MALTptspp,0.0
MALTtexi,0.0
LPLIPAL1E120pp,0.0
MALt2_2pp,1.0
MALt2_3pp,0.0
METS,0.00022922287950325563
METSOX1abcpp,0.0
METSOX1tex,0.0
MALt3pp,1.0
METSOX2abcpp,0.0
MALtex,0.0
LPLIPAL1E140pp,0.0
MAN1PT2,0.0
MAN6PI,0.0
LPLIPAL1E141pp,0.0
MAN6Pt6_2pp,0.0
METSOX2tex,0.0
LPLIPAL1E160pp,0.0
MAN6Ptex,0.0
METSOXR1,0.0
MANAO,0.0
LPLIPAL1E161pp,0.0
MANGLYCptspp,0.0
MANGLYCtex,0.0
METSOXR2,0.0
METTRS,0.0
LPLIPAL1E180pp,0.0
METabcpp,0.0
METtex,0.0
MANPGH,0.0
MANptspp,0.0
MANtex,0.0
MCITD,0.0
MG2t3_2pp,-0.9999879997689458
LPLIPAL1E181pp,0.0
MG2tex,1.2000231054187793e-05
MG2tpp,1.0
MCITL2,0.0
MCITS,0.0
MG2uabcpp,0.0
LPLIPAL1G120pp,2.1810671047006736e-09
MGSA,1.0
MI1PP,-0.0
MICITDr,0.0
MCOATA,11.003175433004156
MCPST,-0.0
MINCYCtex,0.0
LPLIPAL1G140pp,0.0
MINCYCtpp,0.0
MCTP1App,0.5000166255473009
MINOHPtexi,0.0
MCTP1Bpp,1.955690145148142e-06
LPLIPAL1G141pp,0.0
MCTP2App,9.785720949328622e-07
MDDCP1pp,0.5000157458502467
MDDCP2pp,9.785720949328622e-07
MDDCP3pp,0.0
MLDCP1App,8.796970541372684e-07
MLDCP1Bpp,0.0
MLDCP2App,0.0
MLDCP2Bpp,0.0
MLDCP3App,1.955690145148142e-06
MLDEP1pp,1.955690145148142e-06
MDDCP4pp,0.0
MDDCP5pp,0.0
LPLIPAL1G160pp,0.0
MDDEP1pp,0.5000078242146253
MDDEP2pp,0.0
MLDEP2pp,0.0
MLTG1,0.0
MLTG2,0.0
MDDEP3pp,0.0
MDDEP4pp,0.0
LPLIPAL1G161pp,0.0
MDH,19.39229244704069
MLTG3,0.0
MLTG4,0.0
MDH2,1.0
LPLIPAL1G180pp,1.0
MDH3,1.0
MLTG5,0.0
MLTGY1pp,0.5
MLTGY2pp,0.0
MLTGY3pp,0.0
MLTGY4pp,0.0
ME1,1.0
ME2,7.389703140915363
MECDPDH5,9.634500298700067e-06
MECDPS,9.634500298700067e-06
MLTP1,0.0
MLTP2,0.0
MLTP3,0.0
MMCD,0.0
MMETt2pp,0.0
LPLIPAL1G181pp,0.0
MMETtex,0.0
MMM,0.0
MOADSUx,7.153900010504728e-07
MOAT,1.1851918493013016e-05
MN2t3pp,0.0
LPLIPAL2A120,0.0
MN2tpp,9.567614241691283e-07
MOAT2,1.1851918493013016e-05
LPLIPAL2A140,0.0
MOAT3C,1.1851918493013016e-05
MN6PP,0.0
LPLIPAL2A141,0.0
MNLptspp,0.0
MOBDabcpp,1.992041263087699e-07
MOBDtex,1.992041263087699e-07
LPLIPAL2A160,0.0
MOCDS,1.0178313023075833e-08
MOCOS,1.8902581328569405e-07
MOGDS,1.0178313023075833e-08
MOHMT,8.375297217997922e-07
MOX,5.500632952935788
MPTAT,3.576950005252364e-07
MPTG,0.5000195598095409
MNLtex,0.0
MNNH,-0.0
MNt2pp,0.0
MNtex,9.567614241691283e-07
NDPK6,1.0
MPTG2,9.785720949328622e-07
MPTS,3.576950005252364e-07
MPTSS,7.153900010504728e-07
MSAR,0.0
NDPK7,1.0
NDPK8,1.0
LPLIPAL2A161,0.0
NH4tex,2.015276599481395
NH4tpp,2.015276599481395
NHFRBO,0.0
MSO3abcpp,0.0
MSO3tex,0.0
MTAN,9.806077575374774e-06
MTHFC,2.0005994604697968
MTHFD,2.0005994604697968
MTHFR2,0.00022954713147527647
NI2abcpp,0.0
NI2t3pp,0.9999995536082718
MTHTHFSs,1.948419921560231e-06
MTRPOX,-0.0
N2Otex,0.0
NI2tex,4.463917282482299e-07
LPLIPAL2A180,0.0
NI2tpp,1.0
NI2uabcpp,0.0
N2Otpp,0.0
NACODA,0.0
NACtex,0.0
NACtpp,0.0
NADDP,0.0
NADH10,1.0
NADH16pp,1.0
NMNAT,0.0
NMNDA,0.0
NMNN,0.0
NMNPtpp,0.0
NADH17pp,1.0
NADH18pp,51.40642103148439
NMNt7pp,0.0
LPLIPAL2A181,0.0
NMNtex,0.0
NNAM,0.0
NADH5,1.0
NADH9,1.0
NADK,6.49957988758832e-07
NNATr,3.3137679113695356e-06
NNDMBRT,-0.0
NADN,0.0
LPLIPAL2ATE120,0.0
NADPHQR2,1.0
NADPHQR3,1.0
NNDPR,3.3137679113695356e-06
NO2t2rpp,0.0
NO2tex,0.0
NADPHQR4,0.0
NO3R1bpp,0.0
NADPPPS,0.0
LPLIPAL2ATE140,0.0
NADS1,3.3137679113695356e-06
NADTRHD,1.0
NAMNPP,0.0
NAt3_1p5pp,0.0
NO3R1pp,0.0
NO3R2bpp,0.0
NO3R2pp,0.0
NO3t7pp,0.0
NO3tex,0.0
NODOx,0.0
NAt3_2pp,0.0
NAt3pp,0.0
NODOy,0.0
NAtex,0.0
LPLIPAL2ATE141,0.0
NDPK1,6.001126557496065
NDPK2,3.0006170733134265
NOVBCNtex,0.0
NOVBCNtpp,0.0
NOtex,0.0
NDPK3,8.00007177019318
NOtpp,0.0
NDPK4,1.0
LPLIPAL2ATE160,0.0
NDPK5,-1.0
NTD1,1.0
NTD10,1.0
NTD10pp,0.0
LPLIPAL2ATE161,0.0
NTD11,0.0
NTD11pp,0.0
NTD12,0.0
NTD12pp,0.0
NTD1pp,0.0
NTD2,1.0
URIC,0.9993676912060219
NTD2pp,0.0
LPLIPAL2ATE180,0.0
NTD3,0.0
NTD3pp,0.0
LPLIPAL2ATE181,0.0
NTD4,1.0
NTD4pp,0.0
NTD9pp,0.0
NTP1,0.0
NTP10,1.0
NTD5,1.0
LPLIPAL2ATG120,0.0
NTD5pp,0.0
NTP11,0.0
NTP12,0.0
NTD6,0.0
LPLIPAL2ATG140,0.0
NTD6pp,0.0
NTD7,1.0
NTP3,1.0
NTP3pp,0.0
NTD7pp,0.0
NTP5,1.0
LPLIPAL2ATG141,0.0
NTPP1,0.0
NTPP10,0.0
NTD8,1.0
NTD8pp,0.0
NTD9,0.0
NTPP11,0.0
NTPP2,0.0
NTPP3,1.0
NTPP4,0.0
NTPP5,1.0
OPMEACPS,2.9080894351645234e-09
LPLIPAL2ATG160,0.0
ORNDC,5.818214532933663e-05
ORNabcpp,0.0
NTPP6,0.0
NTPP7,0.9999520805022873
NTPP8,0.0
ORNtex,0.0
LPLIPAL2ATG161,0.0
OROTt2_2pp,0.0
OROTtex,0.0
ORPT,-0.0004657654201148205
NTPP9,0.0
NTPTP1,0.0
NTPTP2,1.0
OXAMTC,0.0
LPLIPAL2ATG180,0.0
OXCDC,-0.0
OXCOAHDH,0.0
NTRIR2x,0.0
NTRIR3pp,0.0
NTRIR4pp,0.0
OXDHCOAT,0.0
P5CD,0.0
O16A4COLIPAabctex,-0.0
LPLIPAL2ATG181,0.0
O16A4Lpp,0.0
P5CR,0.0003123258972472347
PA120abcpp,0.0
PA140abcpp,0.0
PA141abcpp,0.0
O16AP1pp,0.0
O16AP2pp,0.0
O16AP3pp,0.0
O16AT,-0.0
O16AUNDtpp,-0.0
PA160abcpp,0.0
LPLIPAL2E120,0.0
PA161abcpp,0.0
PA180abcpp,0.0
O16GALFT,-0.0
O16GLCT1,0.0
O16GLCT2,-0.0
PA181abcpp,9.609781101517387e-06
LPLIPAL2E140,0.0
PACALDt2rpp,0.0
PACALDtex,0.0
PACCOAE,0.0
O2Stex,0.0
O2tex,56.34457907149361
O2tpp,55.34457907149361
OAADC,1.0
PACCOAL,0.0
OBTFL,0.0
LPLIPAL2E141,0.0
OCBT,1.0004179215327276
OCDCAtexi,0.0
PANTS,8.375297217997922e-07
PAPA120,0.0
PAPA120pp,0.0
PAPA140,0.0
OCDCEAtexi,0.0
OCTAtex,0.0
OCTDPS,9.72755916062533e-07
OCTNLL,4.362134152746786e-09
PAPA140pp,0.0
LPLIPAL2E160,0.0
PAPA141,0.0
PAPA141pp,0.0
OGMEACPD,2.9080894351645234e-09
OGMEACPR,2.9080894351645234e-09
LPLIPAL2E161,0.0
OGMEACPS,2.9080894351645234e-09
OHPBAT,3.242519720208444e-07
PAPA160,0.0
PAPA160pp,0.0
PAPA161,0.0
LPLIPAL2E180,0.0
PAPA161pp,0.0
PAPA180,0.0
PAPA180pp,0.0
OHPHM,3.242519720208444e-07
OMBZLM,3.242519720208444e-07
OMCDC,0.0006365487883737274
PAPA181,0.0
PAPA181pp,0.0
OMMBLHX,3.242519720208444e-07
LPLIPAL2E181,0.0
OMMBLHX3,0.0
PAPPT3,1.0000400981911768
PAPSR,0.0
OMPDC,0.0004657654201148205
PAPSR2,0.0003603951615657862
PDE1,1.0
PDE4,0.0
OMPHHX,3.242519720208444e-07
OMPHHX3,0.0
LPLIPAL2G120,0.0
OP4ENH,0.0
OPHBDC,3.242519720208444e-07
PDH,12.385562531929384
PDX5PO2,0.0
PDX5POi,3.242519720208444e-07
PDX5PS,3.242519720208444e-07
OPHHX,3.242519720208444e-07
OPHHX3,0.0
OPMEACPD,2.9080894351645234e-09
OPMEACPR,2.9080894351645234e-09
PDXPP,1.0
LPLIPAL2G140,1.0
PE120abcpp,0.0
PE140abcpp,0.0
LPLIPAL2G141,0.0
PE141abcpp,0.0
PG120abcpp,2.1810671047006736e-09
PG140abcpp,1.0
LPLIPAL2G160,0.0
PG141abcpp,1.0
PG160abcpp,1.5674602055536782e-05
PG161abcpp,1.2192164956927266e-05
PE160abcpp,4.623571392968076e-05
PE161abcpp,3.5961433955244504e-05
PG180abcpp,1.0
LPLIPAL2G161,0.0
PG181abcpp,0.9999966731456862
PE180abcpp,0.0
PE181abcpp,1.853470801502109e-05
PEAMNOpp,0.0
PEAMNtex,0.0
PGAMT,-2.0001039002193397
PGCD,2.001672400066865
PGI,-5.00282532811793
LPLIPAL2G180,0.0
PGK,4.004897133912089
PGL,5.002541873732595
PGLYCP,-0.0
PGM,6.006569533978954
PGMT,-1.0002834543853352
PGP120abcpp,0.0
PGP140abcpp,0.0
PERD,3.242519720208444e-07
PETNT161pp,0.0
PETNT181pp,0.0
PFK,1.0
PFK_2,0.0
PFK_3,2.0005411183795143
PFL,0.0
PGP141abcpp,0.0
PGP160abcpp,0.0
PGP161abcpp,0.0
LPLIPAL2G181,0.0
PGP180abcpp,0.0
PGP181abcpp,0.0
PLIPA1E181pp,0.0
PGPP120,2.1810671047006736e-09
LSERDHr,1.0
PGPP120pp,0.0
PGPP140,1.0
PLIPA1G120pp,0.0
PLIPA1G140pp,1.0
PLIPA1G141pp,0.0
PLIPA1G160pp,0.0
PLIPA1G161pp,0.0
PGPP140pp,0.0
PGPP141,1.0
PGPP141pp,0.0
PLIPA1G180pp,0.0
PLIPA1G181pp,0.0
PLIPA2A120pp,0.0
PLIPA2A140pp,0.0
PGPP160,2.3972835258778755e-05
PGPP160pp,0.0
PGPP161,1.8646669458274925e-05
PLIPA2A141pp,1.0
LYSDC,0.0
PLIPA2A160pp,0.0
PLIPA2A161pp,0.0
PLIPA2A180pp,0.0
PLIPA2A181pp,1.0
PGPP161pp,0.0
PGPP180,1.0
PGPP180pp,0.0
PGPP181,1.0
PGPP181pp,0.0
PLIPA2E120pp,0.0
LYSTRS,0.0
PLIPA2E140pp,0.0
PLIPA2E141pp,0.0
PGSA120,2.1810671047006736e-09
PGSA140,1.0
LYSabcpp,0.0
PGSA141,1.0
PGSA160,2.3972835258778755e-05
PGSA161,1.8646669458274925e-05
PGSA180,1.0
