target_id	length	eff_length	est_counts	tpm
YKL039W_mRNA	1572	1413.46	6326	112.047
YHR059W_mRNA	393	235.332	580	61.7026
YER115C_mRNA	576	417.491	290	17.3903
YOR194C_mRNA	861	702.461	545	19.4237
YKL214C_mRNA	612	453.476	681	37.5966
YLL055W_mRNA	1596	1437.46	615	10.7111
YNL001W_mRNA	1161	1002.46	1250	31.2176
YHL048C-A_mRNA	135	25.4707	11	10.8121
YIL106W_mRNA	945	786.461	1031	32.82
YGL068W_mRNA	585	426.491	1721.02	101.026
YPR172W_mRNA	603	444.491	1932	108.818
YML011C_mRNA	534	375.532	545	36.3334
YAR007C_mRNA	1866	1707.46	3144	46.0987
YBL093C_mRNA	663	504.461	1704	84.5666
YLR266C_mRNA	2106	1947.46	1066	13.7039
YKL155C_mRNA	1887	1728.46	1714	24.8261
YNL317W_mRNA	1398	1239.46	1066	21.5318
YFR009W_mRNA	2259	2100.46	7404	88.2487
YLL030C_mRNA	342	185.615	4	0.539514
YPR200C_mRNA	393	235.332	117	12.4469
YCR045W-A_mRNA	351	194.354	0	0
YBL091C_mRNA	1266	1107.46	4074	92.0978
YDR169C_mRNA	1542	1383.46	793	14.3504
YMR064W_mRNA	1557	1398.46	1434	25.6717
YCL048W_mRNA	1392	1233.46	43	0.87277
YDR115W_mRNA	318	162.799	857	131.791
YDL159W-A_mRNA	132	24.1016	8	8.31
YNL035C_mRNA	1170	1011.46	1557	38.5386
YHR026W_mRNA	642	483.461	3712	192.222
YDL232W_mRNA	111	16.6146	583	878.484
YDL240C-A_mRNA	138	26.7	10	9.37661
YBR142W_mRNA	2322	2163.46	4736	54.8049
YNL007C_mRNA	1059	900.461	8995	250.088
YOR298C-A_mRNA	456	297.739	11338	953.362
YLR323C_mRNA	780	621.461	477	19.2159
YOL069W_mRNA	1356	1197.46	621	12.9834
YJL060W_mRNA	1335	1176.46	2417	51.4346
YNL162W-A_mRNA	219	77.9599	237	76.1086
YBR047W_mRNA	528	369.532	242	16.3953
YER076C_mRNA	909	750.461	351.45	11.7244
YDL152W_mRNA	366	208.816	32.1998	3.86053
YBR238C_mRNA	2196	2037.46	2910	35.7569
YLR007W_mRNA	1011	852.461	1745	51.2481
YOR014W_mRNA	2274	2115.46	3901	46.1666
YDR432W_mRNA	1245	1086.46	3038.14	70.0084
YLR406C-A_mRNA	150	32.9176	15	11.4083
YBR067C_mRNA	633	474.461	10016	528.507
YEL021W_mRNA	804	645.461	0	0
YFL045C_mRNA	765	606.461	6559	270.764
YBR010W_mRNA	411	253.08	2531.33	250.407
YOR346W_mRNA	2958	2799.46	1836.44	16.4232
YGL018C_mRNA	555	396.519	364	22.9823
YKL116C_mRNA	1557	1398.46	1829	32.7431
YKR089C_mRNA	2733	2574.46	2589	25.1769
YML082W_mRNA	1950	1791.46	2799	39.1158
YDL022C-A_mRNA	249	101.396	13	3.2098
YLL015W_mRNA	4680	4521.46	4368	24.1858
YPL058C_mRNA	4536	4377.46	8639	49.4081
YPL073C_mRNA	486	327.624	130.628	9.98201
YMR300C_mRNA	1533	1374.46	5983	108.979
YOR044W_mRNA	474	315.667	475	37.6722
YEL026W_mRNA	381	223.485	3437	385.024
YKR018C_mRNA	2178	2019.46	9602	119.037
YDL114W-A_mRNA	114	17.5392	14	19.9837
YNR039C_mRNA	1818	1659.46	1663	25.0889
YPR197C_mRNA	564	405.519	59.5641	3.6773
YNL103W-A_mRNA	90	12.1608	42	86.4654
YDR410C_mRNA	720	561.461	1135	50.6096
YGL188C_mRNA	174	46.9275	51	27.2082
YKR079C_mRNA	2517	2358.46	3110	33.0133
YIL005W_mRNA	2106	1947.46	3110	39.9805
YJL117W_mRNA	936	777.461	3884	125.071
YDR464C-A_mRNA	189	56.3441	5.84272	2.59611
YLR343W_mRNA	1668	1509.46	1749	29.0085
YBL054W_mRNA	1578	1419.46	2418	42.6471
YHR160C_mRNA	852	693.461	134	4.83771
YPR088C_mRNA	1626	1467.46	3850.84	65.697
YDL072C_mRNA	612	453.476	4382	241.921
YDR053W_mRNA	396	238.277	181.649	19.0857
YLR269C_mRNA	351	194.354	61	7.85766
YDL012C_mRNA	324	168.452	1053	156.498
YNL052W_mRNA	462	303.719	1831	150.929
YDR482C_mRNA	408	250.122	443	44.3412
YMR262W_mRNA	942	783.461	635	20.2914
YDL070W_mRNA	1917	1758.46	2779	39.5651
YKL153W_mRNA	510	351.568	31079.9	2213.23
YBR209W_mRNA	318	162.799	54	8.3042
YPL254W_mRNA	1467	1308.46	1318	25.218
YOR275C_mRNA	1986	1827.46	1946	26.6595
YNL120C_mRNA	486	327.624	173.838	13.2839
YOR174W_mRNA	855	696.461	761	27.3555
YER040W_mRNA	2193	2034.46	1065	13.1056
YGR126W_mRNA	693	534.461	431	20.1891
YBL060W_mRNA	2064	1905.46	793	10.4191
YDR064W_mRNA	456	297.739	14523	1221.17
YGL065C_mRNA	1512	1353.46	1320	24.4166
YKL027W_mRNA	1344	1185.46	1679	35.4585
YGL014W_mRNA	2667	2508.46	2579	25.7395
YBR089W_mRNA	600	441.491	464.116	26.3185
YDL135C_mRNA	609	450.476	1165	64.7456
YGL100W_mRNA	1050	891.461	2777	77.9884
YLR210W_mRNA	1383	1224.46	652	13.3309
YDL077C_mRNA	3150	2991.46	1838	15.3822
YBR025C_mRNA	1185	1026.46	25321	617.583
YMR031C_mRNA	2532	2373.46	2738	28.8807
YLR058C_mRNA	1410	1251.46	17056	341.206
YGR288W_mRNA	1422	1263.46	460	9.11492
YMR016C_mRNA	2358	2199.46	1789	20.3634
YMR066W_mRNA	2697	2538.46	925	9.12279
YDR354C-A_mRNA	144	29.7409	0	0
YHR085W_mRNA	1005	846.461	1301	38.4793
YNL002C_mRNA	969	810.461	3527	108.951
YOR336W_mRNA	4098	3939.46	6786	43.1255
YIL169C_mRNA	2988	2829.46	3605.34	31.9007
YOL094C_mRNA	972	813.461	1121	34.5005
YEL016C_mRNA	1482	1323.46	1158	21.9055
YLR145W_mRNA	606	447.491	328	18.3504
YFL068W_mRNA	483	324.656	0	0
YHR113W_mRNA	1473	1314.46	3391	64.5858
YLR080W_mRNA	1335	1176.46	363	7.72477
YMR007W_mRNA	381	223.485	93	10.4182
YGL174W_mRNA	801	642.461	239	9.31339
YDL033C_mRNA	1254	1095.46	1294.14	29.576
YLR443W_mRNA	1347	1188.46	1572.35	33.1223
YOR122C_mRNA	381	223.485	9428	1056.15
YJL149W_mRNA	1992	1833.46	1216	16.6042
YKL100W-A_mRNA	90	12.1608	0	0
YOR256C_mRNA	2430	2271.46	3174	34.9831
YAL030W_mRNA	354	197.197	1404	178.248
YDL031W_mRNA	2988	2829.46	5386	47.6562
YCR002C_mRNA	969	810.461	1947	60.1437
YMR201C_mRNA	1116	957.461	543	14.1983
YDR398W_mRNA	1932	1773.46	7149	100.921
YLR325C_mRNA	237	91.8703	9032	2461.3
YKL035W_mRNA	1500	1341.46	18218	340
YER012W_mRNA	597	438.491	6734	384.475
YPR010C-A_mRNA	219	77.9599	413	132.628
YBR040W_mRNA	897	738.461	21	0.711948
YHR175W_mRNA	570	411.519	871	52.9889
YCR035C_mRNA	1185	1026.46	2416	58.9266
YPL223C_mRNA	507	348.568	267	19.177
YBR230C_mRNA	405	247.156	983	99.5726
YAR027W_mRNA	708	549.461	1242	56.5902
YOL137W_mRNA	1494	1335.46	919	17.2282
YOR350C_mRNA	1992	1833.46	1234	16.85
YPR056W_mRNA	1017	858.461	724	21.1142
YLL006W_mRNA	1281	1122.46	1043	23.2632
YOR196C_mRNA	1245	1086.46	1347	31.0392
YDR326C_mRNA	4317	4158.46	6286	37.8441
YGR211W_mRNA	1461	1302.46	6691	128.612
YPR006C_mRNA	1728	1569.46	625	9.96979
YKL084W_mRNA	351	194.354	356	45.8578
YCR066W_mRNA	1464	1305.46	573	10.9887
YJR063W_mRNA	378	220.522	1973	223.992
YER190W_mRNA	5046	4887.46	686.09	3.51442
YMR232W_mRNA	2034	1875.46	379	5.05927
YGL204C_mRNA	306	151.595	332	54.829
YDL052C_mRNA	912	753.461	2578	85.6601
YER185W_mRNA	912	753.461	141	4.68506
YLR074C_mRNA	501	342.568	2650	193.667
YOR380W_mRNA	1641	1482.46	665	11.2304
YER189W_mRNA	369	211.731	97.7231	11.555
YMR200W_mRNA	771	612.461	3288	134.403
YEL060C_mRNA	1908	1749.46	11391	163.01
YFR018C_mRNA	1092	933.461	887	23.7894
YMR297W_mRNA	1599	1440.46	28775	500.116
YDR536W_mRNA	1710	1551.46	324	5.2283
YOR314W-A_mRNA	111	16.6146	2	3.01367
YLR311C_mRNA	348	191.457	10	1.30763
YGR270W_mRNA	4140	3981.46	5590	35.1501
YDR397C_mRNA	441	282.816	458.029	40.5458
YEL052W_mRNA	1530	1371.46	1811	33.0591
YLR191W_mRNA	1161	1002.46	924	23.076
YNL311C_mRNA	2292	2133.46	1093	12.826
YKL207W_mRNA	762	603.461	3966	164.536
YDL116W_mRNA	2181	2022.46	3207	39.6986
YAL055W_mRNA	543	384.519	208	13.5426
YJL067W_mRNA	351	194.354	373.98	48.174
YLR235C_mRNA	399	241.229	59.3235	6.15678
YIL004C_mRNA	429	270.862	487	45.013
YJL164C_mRNA	1194	1035.46	1748	42.2634
YER149C_mRNA	1263	1104.46	1142.43	25.8963
YML026C_mRNA	441	282.816	10329.4	914.382
YOL097W-A_mRNA	186	54.3372	92	42.3884
YFR034C_mRNA	939	780.461	982	31.5005
YJL223C_mRNA	363	205.913	4.25153	0.516914
YOR376W_mRNA	369	211.731	17	2.01011
YPR129W_mRNA	1050	891.461	1640.33	46.0666
Q0250_mRNA	756	597.461	3128	131.073
YJL079C_mRNA	900	741.461	1138	38.4247
YOR369C_mRNA	432	273.844	14777	1350.95
YNR007C_mRNA	933	774.461	356	11.5082
YLR364C-A_mRNA	123	20.4343	0.532612	0.652541
YHR148W_mRNA	552	393.519	1231	78.3157
YPR199C_mRNA	885	726.461	897	30.9127
YDR028C_mRNA	3045	2886.46	6007	52.1013
YPL062W_mRNA	405	247.156	5	0.506473
YPR113W_mRNA	663	504.461	4641	230.325
YGR204W_mRNA	2841	2682.46	23081	215.416
YPL166W_mRNA	642	483.461	129	6.68013
YDL007W_mRNA	1314	1155.46	6725	145.711
YML023C_mRNA	1671	1512.46	2320	38.4026
YMR143W_mRNA	432	273.844	9902	905.268
YGR266W_mRNA	2106	1947.46	2444	31.4188
YPR020W_mRNA	348	191.457	568	74.2734
YMR073C_mRNA	606	447.491	731	40.8968
YNL291C_mRNA	1647	1488.46	2278	38.3154
YNL195C_mRNA	786	627.461	264	10.5335
YBL027W_mRNA	570	411.519	13264.8	806.99
YDR236C_mRNA	657	498.461	1296	65.0924
YDR011W_mRNA	4506	4347.46	31171	179.503
YDR155C_mRNA	489	330.613	44832.1	3394.89
YGL070C_mRNA	369	211.731	1212	143.309
YPL160W_mRNA	3273	3114.46	22144	178.004
YML069W_mRNA	1659	1500.46	3053	50.94
YNL087W_mRNA	3537	3378.46	7461	55.2885
YOL132W_mRNA	1416	1257.46	198	3.9421
YGL225W_mRNA	1014	855.461	4008	117.296
YER111C_mRNA	3282	3123.46	1306	10.468
YML050W_mRNA	936	777.461	404	13.0095
YDR414C_mRNA	1089	930.461	836	22.4939
YDR026C_mRNA	1713	1554.46	1291	20.7923
YBL100C_mRNA	315	159.936	1203.4	188.374
YIR014W_mRNA	729	570.461	267	11.7177
YLR288C_mRNA	1425	1266.46	539	10.655
YPL147W_mRNA	2613	2454.46	372	3.7944
YDL073W_mRNA	2955	2796.46	2362	21.146
YGL120C_mRNA	2304	2145.46	9733	113.575
YAL060W_mRNA	1149	990.461	4216	106.566
YNL217W_mRNA	981	822.461	1478	44.99
YIR033W_mRNA	3342	3183.46	4113	32.3456
YLL001W_mRNA	2274	2115.46	2804	33.1841
YKR066C_mRNA	1086	927.461	4645	125.385
YLR409C_mRNA	2820	2661.46	8810	82.8729
YHR208W_mRNA	1182	1023.46	2190	53.571
YNL029C_mRNA	1569	1410.46	1218	21.6194
YHR001W_mRNA	1314	1155.46	1726	37.3975
YLR099C_mRNA	1185	1026.46	1585	38.6584
YJL156W-A_mRNA	222	80.2497	189	58.9624
YLR131C_mRNA	2313	2154.46	724	8.41311
YER081W_mRNA	1410	1251.46	2297	45.9516
YDL115C_mRNA	1062	903.461	781	21.642
YPL107W_mRNA	747	588.461	405	17.2303
YOR296W_mRNA	3870	3711.46	2349	15.8451
YER010C_mRNA	705	546.461	1292	59.1916
YML099W-A_mRNA	330	174.106	69.6421	10.0142
YLR362W_mRNA	2154	1995.46	1279	16.0466
YJL106W_mRNA	1938	1779.46	282	3.9675
YOR260W_mRNA	1737	1578.46	6673	105.839
YBR261C_mRNA	699	540.461	2098	97.1847
YIL105C_mRNA	2061	1902.46	1336	17.5812
YPL169C_mRNA	1800	1641.46	3540	53.992
YDL145C_mRNA	3606	3447.46	21831	158.537
YPR169W-A_mRNA	219	77.9599	19.9052	6.39223
YJL171C_mRNA	1191	1032.46	7087	171.848
YNR028W_mRNA	927	768.461	997	32.481
YPR170W-A_mRNA	186	54.3372	2	0.921488
YER018C_mRNA	666	507.461	287	14.1591
YMR211W_mRNA	1428	1269.46	881	17.3745
YLR256W_mRNA	4509	4350.46	14612.2	84.0884
YAL017W_mRNA	4071	3912.46	3404	21.7819
YDR203W_mRNA	318	162.799	103.398	15.9006
YJL058C_mRNA	1632	1473.46	655	11.1291
YOR373W_mRNA	2556	2397.46	798	8.33313
YIL057C_mRNA	495	336.613	6	0.446249
YHR131C_mRNA	2553	2394.46	2177.95	22.7718
YLR068W_mRNA	456	297.739	116	9.75392
YPR014C_mRNA	330	174.106	146	20.994
YHR049C-A_mRNA	297	143.266	297	51.9002
YDL104C_mRNA	1224	1065.46	318	7.47216
YIL017C_mRNA	2766	2607.46	1420	13.6341
YNL009W_mRNA	1263	1104.46	298	6.75496
YBR034C_mRNA	1047	888.461	8487	239.151
YPR049C_mRNA	3537	3378.46	1826	13.5313
YPL087W_mRNA	954	795.461	2592	81.5779
YJL132W_mRNA	2253	2094.46	893	10.6742
YIL132C_mRNA	642	483.461	146	7.56046
YKL117W_mRNA	651	492.461	9365	476.094
YKL140W_mRNA	1647	1488.46	2264	38.0799
YPR115W_mRNA	3252	3093.46	2890	23.3889
YOR163W_mRNA	567	408.519	789	48.3527
YMR283C_mRNA	1542	1383.46	628	11.3645
YKL007W_mRNA	807	648.461	3435	132.617
YNL024C-A_mRNA	219	77.9599	891	286.13
YDL149W_mRNA	2994	2835.46	1273	11.2399
YLR101C_mRNA	396	238.277	328.113	34.4745
YGR252W_mRNA	1320	1161.46	938	20.2188
YOR029W_mRNA	336	179.898	16	2.22665
YLR341W_mRNA	1434	1275.46	283	5.5549
YDR231C_mRNA	618	459.476	428.486	23.347
YDR045C_mRNA	333	176.988	640	90.5301
YPL184C_mRNA	1839	1680.46	3645	54.3032
YPR111W_mRNA	1695	1536.46	790	12.8725
YPR203W_mRNA	309	154.366	229.626	37.2414
YGL106W_mRNA	450	291.787	2377	203.948
YOL042W_mRNA	1092	933.461	825	22.1266
YPR189W_mRNA	4299	4140.46	4400	26.6048
YKL051W_mRNA	1062	903.461	1654	45.8335
YGR284C_mRNA	933	774.461	8246	266.563
YML078W_mRNA	549	390.519	3429	219.827
YOR316C_mRNA	1320	1161.46	3486	75.1414
YOR326W_mRNA	4725	4566.46	13100	71.8205
YLL054C_mRNA	2532	2373.46	1171	12.3518
YOR293C-A_mRNA	150	32.9176	6	4.56331
YCR032W_mRNA	6504	6345.46	3716	14.6612
YAR018C_mRNA	1308	1149.46	807	17.5766
YMR142C_mRNA	600	441.491	9573	542.853
YOL036W_mRNA	2286	2127.46	2364.77	27.8282
YGR032W_mRNA	5688	5529.46	13659	61.8433
YOR072W-B_mRNA	162	39.4347	127.643	81.0357
YKL022C_mRNA	2523	2364.46	2126	22.5106
YIL070C_mRNA	801	642.461	2155	83.9764
YPR034W_mRNA	1434	1275.46	2293	45.0084
YPL189W_mRNA	1830	1671.46	171	2.56128
YJL172W_mRNA	1731	1572.46	9863	157.031
YOR332W_mRNA	702	543.461	5810.15	267.655
YMR203W_mRNA	1164	1005.46	4914	122.356
YDL075W_mRNA	342	185.615	6701	903.821
YEL076C_mRNA	651	492.461	194.861	9.90624
YNL334C_mRNA	669	510.461	237.193	11.6331
YMR077C_mRNA	666	507.461	291	14.3564
YOL002C_mRNA	954	795.461	1523	47.9333
YKL021C_mRNA	1407	1248.46	2160	43.3147
YDR415C_mRNA	1125	966.461	1296	33.572
YNL319W_mRNA	441	282.816	12.6462	1.11947
YNL295W_mRNA	1575	1416.46	1029	18.1873
YDR339C_mRNA	570	411.519	1594	96.9739
YEL018C-A_mRNA	534	375.532	57.2287	3.81526
YGR174C_mRNA	513	354.556	374	26.4085
YMR245W_mRNA	621	462.476	262.76	14.2242
YJR114W_mRNA	393	235.332	309.483	32.924
YPL246C_mRNA	789	630.461	3587	142.439
YNL192W_mRNA	3396	3237.46	5297	40.9621
YDL213C_mRNA	678	519.461	936	45.1107
YKL148C_mRNA	1923	1764.46	1649	23.3973
YCL059C_mRNA	951	792.461	1781	56.2656
YHR086W-A_mRNA	162	39.4347	12	7.61833
YLR186W_mRNA	759	600.461	2923	121.871
YOR193W_mRNA	1131	972.461	362	9.31951
YJL093C_mRNA	2076	1917.46	2249	29.3643
YJL163C_mRNA	1668	1509.46	548	9.08898
YJR153W_mRNA	1086	927.461	410	11.0674
YMR284W_mRNA	1809	1650.46	634	9.61702
YBR101C_mRNA	873	714.461	1926	67.4892
YMR089C_mRNA	2478	2319.46	4993	53.8928
YER072W_mRNA	390	232.363	3482	375.161
YJL179W_mRNA	330	174.106	684	98.3557
YNL149C_mRNA	390	232.363	1427.77	153.832
YGR208W_mRNA	930	771.461	2132	69.1879
YHR141C_mRNA	321	165.661	7015.95	1060.29
YHR170W_mRNA	1557	1398.46	8019	143.558
YDR096W_mRNA	2685	2526.46	939	9.30486
YPL020C_mRNA	1866	1707.46	954	13.988
YER093C_mRNA	4293	4134.46	2459	14.8901
YGL016W_mRNA	3246	3087.46	4166	33.7811
YLR143W_mRNA	2058	1899.46	1783	23.5005
YNL071W_mRNA	1449	1290.46	10939	212.221
YKL038W_mRNA	3513	3354.46	2994	22.3453
YLR368W_mRNA	1797	1638.46	1617	24.7076
YGR255C_mRNA	1440	1281.46	3639	71.0941
YLR393W_mRNA	840	681.461	573	21.0509
YDL019C_mRNA	3852	3693.46	5106	34.6102
YDL022W_mRNA	1176	1017.46	4816.18	118.506
YHL021C_mRNA	1398	1239.46	1222	24.6828
YCR079W_mRNA	1329	1170.46	1379	29.4961
YOR243C_mRNA	2031	1872.46	3743	50.0453
YOR126C_mRNA	717	558.461	562	25.1942
YDR413C_mRNA	576	417.491	294.183	17.6411
YDR391C_mRNA	699	540.461	909	42.1072
YJR080C_mRNA	1185	1026.46	1571.96	38.3404
YMR134W_mRNA	714	555.461	401	18.0737
YNL089C_mRNA	477	318.667	414.429	32.5589
YOR070C_mRNA	1914	1755.46	1073	15.3026
YKL125W_mRNA	1884	1725.46	2633	38.2034
YOR328W_mRNA	4695	4536.46	2199	12.1357
YLR176C_mRNA	2436	2277.46	340	3.73753
YNL308C_mRNA	1776	1617.46	1646	25.4773
YAL069W_mRNA	315	159.936	0	0
YGR146C-A_mRNA	162	39.4347	51	32.3779
YJL037W_mRNA	675	516.461	93	4.50819
YDR091C_mRNA	1827	1668.46	8595	128.969
YHR078W_mRNA	1659	1500.46	1609	26.8465
YGL194C_mRNA	1359	1200.46	1151	24.004
YJL104W_mRNA	450	291.787	1226	105.191
YAL063C_mRNA	3969	3810.46	1237.58	8.13114
YPL255W_mRNA	1158	999.461	488	12.2239
Q0017_mRNA	162	39.4347	3	1.90458
YER178W_mRNA	1263	1104.46	18700	423.885
YNL239W_mRNA	1365	1206.46	4510	93.5879
YMR290W-A_mRNA	348	191.457	480.211	62.7939
YJL050W_mRNA	3222	3063.46	7968	65.1169
YHR007C-A_mRNA	216	75.672	60	19.8505
YLR126C_mRNA	756	597.461	600	25.1419
YLR099W-A_mRNA	264	114.006	552	121.218
YPL196W_mRNA	822	663.461	641	24.188
YPR135W_mRNA	2784	2625.46	1900	18.1178
YGL138C_mRNA	1038	879.461	1	0.0284669
YHL044W_mRNA	708	549.461	284	12.9401
YER030W_mRNA	462	303.719	1149	94.712
YDR240C_mRNA	1479	1320.46	814	15.4332
YGR091W_mRNA	1485	1326.46	943	17.7981
YFR029W_mRNA	2037	1878.46	568	7.57012
YKL048C_mRNA	1923	1764.46	980	13.905
YOL056W_mRNA	912	753.461	716	23.7908
YPR044C_mRNA	354	197.197	663.997	84.2992
YOR098C_mRNA	3231	3072.46	5955	48.5235
YJL002C_mRNA	1431	1272.46	10661	209.754
YNL275W_mRNA	1731	1572.46	1549	24.662
YDL244W_mRNA	1023	864.461	65.8672	1.90757
YDR179C_mRNA	489	330.613	85	6.43659
YPL061W_mRNA	1503	1344.46	27930	520.091
YDL165W_mRNA	576	417.491	1165	69.861
YGR200C_mRNA	2367	2208.46	5240	59.4016
YDL140C_mRNA	5202	5043.46	23509	116.698
YJR084W_mRNA	1272	1113.46	802	18.0325
YMR095C_mRNA	675	516.461	308	14.9303
YDR120C_mRNA	1713	1554.46	2897	46.6579
YDR003W_mRNA	633	474.461	749	39.5219
YOL110W_mRNA	714	555.461	345	15.5497
YGR191W_mRNA	1812	1653.46	8451.56	127.968
YNR071C_mRNA	1029	870.461	277	7.96686
YOR213C_mRNA	747	588.461	966	41.0976
YJL220W_mRNA	453	294.739	21.0224	1.78567
YGR270C-A_mRNA	219	77.9599	0	0
YJR034W_mRNA	327	171.286	386	56.4186
YHR214W-A_mRNA	486	327.624	161	12.3029
YOR253W_mRNA	531	372.532	887	59.6097
YBL010C_mRNA	843	684.461	406	14.8503
YLR423C_mRNA	1254	1095.46	293	6.69618
YKL053W_mRNA	375	217.595	62.1413	7.1497
YJR019C_mRNA	1050	891.461	709.821	19.9344
YLR357W_mRNA	2670	2511.46	2358.52	23.5109
YOR008C-A_mRNA	225	82.5348	105	31.85
YHR161C_mRNA	1914	1755.46	1923	27.4249
YBR053C_mRNA	1077	918.461	3909	106.552
YBL059C-A_mRNA	330	174.106	590	84.839
YPL238C_mRNA	390	232.363	1582.67	170.522
YLR197W_mRNA	1515	1356.46	10049.6	185.481
YOL113W_mRNA	1968	1809.46	798	11.041
YPL052W_mRNA	879	720.461	980	34.0543
YHR074W_mRNA	2145	1986.46	5371	67.6911
YKR093W_mRNA	1806	1647.46	12183	185.138
YFL003C_mRNA	2637	2478.46	241	2.4344
YHR164C_mRNA	4569	4410.46	2427	13.7766
YPR112C_mRNA	2664	2505.46	4771	47.6737
YGL227W_mRNA	2877	2718.46	1208	11.125
YDR499W_mRNA	2244	2085.46	740	8.88354
YOR060C_mRNA	774	615.461	669	27.2134
YER128W_mRNA	612	453.476	380	20.979
YLR187W_mRNA	3081	2922.46	1852	15.8653
YJR093C_mRNA	984	825.461	439	13.3145
YKL201C_mRNA	3537	3378.46	1439.39	10.6663
YPL186C_mRNA	915	756.461	167.36	5.53887
YCR021C_mRNA	999	840.461	2282	67.9759
YOL076W_mRNA	2391	2232.46	3092	34.6747
YOR186C-A_mRNA	210	71.219	0	0
YPR148C_mRNA	1308	1149.46	2882	62.7706
YBR255C-A_mRNA	363	205.913	321	39.0282
YGR081C_mRNA	633	474.461	1121	59.1509
YJL201W_mRNA	1800	1641.46	1196	18.2414
YGL243W_mRNA	1203	1044.46	708	16.9706
YJL161W_mRNA	543	384.519	377	24.546
YGL194C-A_mRNA	243	96.6137	437	113.24
YGR148C_mRNA	468	309.698	6872.39	555.553
YDR166C_mRNA	2916	2757.46	1906	17.3049
YDL092W_mRNA	441	282.816	1462	129.42
YKL123W_mRNA	381	223.485	67.8041	7.59564
YMR099C_mRNA	894	735.461	7035	239.475
YFR041C_mRNA	888	729.461	985	33.8058
YJR021C_mRNA	945	786.461	323	10.2821
YMR132C_mRNA	627	468.461	355	18.9719
YFL059W_mRNA	897	738.461	302.157	10.2438
YGL136C_mRNA	963	804.461	1193	37.1272
YDL041W_mRNA	354	197.197	250.085	31.7501
YHL006W-A_mRNA	354	197.197	156.636	19.8861
YBL042C_mRNA	1920	1761.46	4179	59.3958
YBL039C_mRNA	1740	1581.46	13360	211.497
YFL062W_mRNA	1140	981.461	4.47419	0.11413
YGR276C_mRNA	1662	1503.46	1611	26.8263
YKL224C_mRNA	372	214.653	0	0
YPL280W_mRNA	714	555.461	69.0761	3.11337
YML115C_mRNA	1608	1449.46	2999	51.7996
YJL070C_mRNA	2667	2508.46	875	8.73288
YIL051C_mRNA	438	279.816	8490	759.612
YPR143W_mRNA	753	594.461	735.304	30.9671
YCL026C-A_mRNA	582	423.491	98	5.79346
YKL077W_mRNA	1179	1020.46	5393	132.309
YPL261C_mRNA	309	154.366	65	10.5419
YBR217W_mRNA	561	402.519	303	18.8457
YMR086W_mRNA	2883	2724.46	2975.65	27.3437
YHR204W_mRNA	2391	2232.46	2092	23.4603
YGL129C_mRNA	1353	1194.46	1653	34.6464
YBR200W-A_mRNA	165	41.3207	11	6.66472
YOR381W_mRNA	2136	1977.46	931	11.7869
YNL226W_mRNA	411	253.08	68.0784	6.73453
YNL040W_mRNA	1371	1212.46	1672	34.5243
YNL117W_mRNA	1665	1506.46	212	3.52318
YLL034C_mRNA	2514	2355.46	3605	38.3165
YLL023C_mRNA	840	681.461	1141	41.9181
YBL003C_mRNA	399	241.229	1309.01	135.854
YKR103W_mRNA	3657	3498.46	864	6.18292
YDL241W_mRNA	372	214.653	149	17.3782
YDL082W_mRNA	600	441.491	9973	565.536
YLR065C_mRNA	546	387.519	927	59.8885
YIL118W_mRNA	696	537.461	2297	106.997
YFR026C_mRNA	510	351.568	114	8.11807
YOR113W_mRNA	2745	2586.46	1561	15.1096
YFL014W_mRNA	330	174.106	61937	8906.22
YLL031C_mRNA	3054	2895.46	4748	41.0534
YLR419W_mRNA	4308	4149.46	4647	28.0374
YNL050C_mRNA	813	654.461	700	26.7776
YPL034W_mRNA	498	339.59	326.39	24.0624
YGR053C_mRNA	852	693.461	87	3.1409
YGR069W_mRNA	336	179.898	249.504	34.7223
YNL086W_mRNA	309	154.366	314	50.9253
YHL002C-A_mRNA	489	330.613	173.801	13.161
YDR277C_mRNA	1302	1143.46	626	13.706
YDR291W_mRNA	3234	3075.46	2099	17.0867
YER003C_mRNA	1290	1131.46	4807	106.363
YGL224C_mRNA	843	684.461	1009	36.9062
YMR044W_mRNA	1428	1269.46	710	14.0022
YLR149C-A_mRNA	87	11.5386	74	160.56
YNL017C_mRNA	339	182.764	208	28.4924
YGL193C_mRNA	312	157.145	121	19.2771
YNR070W_mRNA	4002	3843.46	1041	6.78086
YIL097W_mRNA	1551	1392.46	475	8.54018
YOR273C_mRNA	1980	1821.46	1036	14.2396
YPL116W_mRNA	2094	1935.46	1728	22.352
YNR067C_mRNA	3354	3195.46	19643	153.897
YPL131W_mRNA	894	735.461	36274	1234.79
YDR475C_mRNA	2631	2472.46	1512	15.3101
YHL030W-A_mRNA	462	303.719	152.164	12.5429
YGL020C_mRNA	708	549.461	1619	73.7678
YKR104W_mRNA	921	762.461	222	7.2894
YDR244W_mRNA	1839	1680.46	928	13.8254
YDR407C_mRNA	3870	3711.46	3586	24.1892
YLR294C_mRNA	330	174.106	416	59.8187
YDR382W_mRNA	333	176.988	9257	1309.43
Q0144_mRNA	330	174.106	7	1.00656
YNL305C_mRNA	894	735.461	1986	67.6046
YCL046W_mRNA	324	168.452	328.518	48.8247
YBR069C_mRNA	1860	1701.46	11042	162.473
YER163C_mRNA	699	540.461	2190	101.446
YPR017C_mRNA	432	273.844	386	35.2892
