"Reaction","WT_mean","mip6_mean","log2FC","p_value","FDR"
"EX_thym_e_rev",0.00243444657898027,0,-11.2499706229686,5.38045110478288e-27,6.07222338968353e-26
"EX_tre_e",0,0,0,NA,1
"EX_tre_e_rev",0.35201594403399,0.455792065034255,0.372734100506506,7.79598320747168e-22,1.52535651381295e-21
"EX_trp__L_e",0,0,0,NA,1
"EX_trp__L_e_rev",0.019205078567511,0.0192050785675113,1.95409016732709e-14,1.50580539134469e-07,2.25300427871649e-07
"EX_ttdca_e",0,0,0,NA,1
"EX_tyr__L_e",0,0,0,NA,1
"EX_tyr__L_e_rev",0.068975986404441,0.0696462399245244,0.0139510818625743,3.03328998966112e-22,1.13032976029825e-21
"EX_ura_e",0,0,0,NA,1
"EX_ura_e_rev",0,0,0,NA,1
"EX_urea_e",0.0426872036704946,0.0412926092914306,-0.0479189313143469,3.11170647824114e-25,1.89096009062346e-24
"EX_val__L_e",0,0,0,NA,1
"EX_val__L_e_rev",0.18820879788916,0.19200403496514,0.0288024090364658,2.26943414100242e-23,1.03037527091489e-22
"EX_xan_e",0,0,0,NA,1
"EX_zymst_e",0,0,0,NA,1
"FACOAL140",2.64849587748569e-05,1.68387096774194e-05,-0.623631050494734,1.83387279819944e-09,2.9208861100354e-09
"FACOAL140_rev",0.00641612599557553,0.0149449780740412,1.2197580960835,4.40747126765301e-05,5.82257909940783e-05
"FACOAL160",0.00374621462385283,0.010868275130979,1.53636521430423,0.0724862169986389,0.0802018367351887
"FACOAL160_rev",0.00675272932438022,0.00542737076639948,-0.31516509774644,0.668892051918824,0.688053022156082
"FACOAL161",0.000449802416840261,0.000449339272944625,-0.00148295316454244,2.58637670304073e-20,5.03260491478369e-20
"FACOAL180",0.00666255534840384,0.00776096378480025,0.220129567429986,0.000331655126799729,0.000415885000272676
"FACOAL181",0.00246827715403131,0.00145893194191816,-0.758187658912484,3.93250558263222e-17,7.32707408084777e-17
"FACOAL182",1.82451938225006e-05,1.8e-05,-0.0184987823588222,7.48208839503548e-27,8.20951365566393e-26
"FAS100",0,0,0,NA,1
"FAS100COA",0.0378691690042109,0.0378691690037871,-1.61452695793175e-11,2.93510944972014e-08,4.56444186078526e-08
"FAS120",4.05448751637049e-06,4e-06,-0.0156367271970172,1.72667140280774e-26,1.70508801027264e-25
"FAS120COA",0.037107731136611,0.0371077856237109,2.11832118091952e-06,3.74091219193474e-22,1.26295753488395e-21
"FAS140",1.62179500647042e-05,1.6e-05,-0.0183786421597375,2.21100965355165e-26,2.13011905647049e-25
"FAS140COA",0.0348234175338096,0.0348236354834833,9.02912242928569e-06,3.33369369047597e-22,1.20788166292206e-21
"FAS160",0.00601079215149278,0.0145488000914404,1.275132294947,0.00157799042800336,0.00187179044763161
"FAS160COA",0.0246265871590061,0.0160885792187185,-0.614148692857085,0.100253316850353,0.109695457495539
"FAS161",0.000415339272953356,0.000415339272944353,-3.1199131748942e-11,0.967232838518784,0.969687744200304
"FAS180",0.00665241912961367,0.00775096378479975,0.220465912255554,0.0426411955960997,0.0474458373534067
"FAS180COA",0.0053182417881449,0.00522838849472137,-0.0245783637637773,0.626116164141188,0.645733380772244
"FAS181",0.00241962330383909,0.0014109319419139,-0.777708035986639,0.189385578202771,0.203280715733952
"FAS80COA_L",0.0378691690042109,0.0378691690037871,-1.61452695793175e-11,2.93510944972014e-08,4.56444186078526e-08
"FAS80_L",0,0,0,NA,1
"FBA",1e-04,1e-04,0,NA,1
"FBA3",7.47571999828949,7.70436803211684,0.0434640813851373,7.78570074654748e-22,1.52535651381295e-21
"FBA_rev",0,0,0,NA,1
"FBP",0,0,0,NA,1
"FBP26",0,0,0,NA,1
"FDH",0,0,0,NA,1
"FDNG",0,0,0,NA,1
"FE2utm",0,0,0,NA,1
"FECOSTt",0,0,0,NA,1
"FECOSTt_rev",0,0,0,NA,1
"FEtm",0,0,0,NA,1
"FEtm_rev",0,0,0,NA,1
"FKYNH",0,0,0,NA,1
"FORt",0,0,0,NA,1
"FORt_rev",0.00349613578132586,0.00349613578130342,-9.2582229387052e-12,1.7173748953299e-06,2.36363443782338e-06
"FRDcm",2e-04,2e-04,0,NA,1
"FRDm",0,0,0,NA,1
"FTHFCLm",0,0,0,NA,1
"FTHFLi",0,0,0,NA,1
"FUM",0,0,0,NA,1
"FUM_rev",0,0,0,NA,1
"FUMm",5.1725115129822,5.04078198599966,-0.0372173848676497,7.77201099265844e-22,1.52535651381295e-21
"FUMt2r",0,0,0,NA,1
"FUMt2r_rev",0,0,0,NA,1
"G3PCt",0,0,0,NA,1
"G3PCt_rev",0,0,0,NA,1
"G3PD1ir",0.0168085246760911,0.0168122010205008,0.000315491606326245,2.00848892043108e-24,9.79448300704044e-24
"G3PD1irm",0,0,0,NA,1
"G3PDm",0,0,0,NA,1
"G3PT",0.00010551620452978,0.00010919254932992,0.0489537520518579,1.44019401345064e-28,1.89625545104334e-27
"G5SADrm",0,0,0,NA,1
"G5SADs",0,0,0,NA,1
"G5SD",0,0,0,NA,1
"G5SD2",0,0,0,NA,1
"G6PDA",0,0,0,NA,1
"G6PDH2er",0.00196108196639667,0.00196108196636954,-1.99485376960194e-11,0.00032912094001436,0.000414021564667745
"G6PDH2r",0.00204719553374102,0,-11.0001377353969,1.0086527501888e-24,5.16820346092981e-24
"G6PI",5.75893390742187,5.2491935175493,-0.133705955529847,0.000443653747679329,0.000552817761303896
"G6PI3",5.75893390742187,5.2491935175493,-0.133705955529847,0.000443653747679329,0.000552817761303896
"G6PI3_rev",0,0,0,NA,1
"G6PI_rev",0,0,0,NA,1
"G6Pter",0.00196108196639667,0.00196108196636954,-1.99485376960194e-11,0.00032912094001436,0.000414021564667745
"GALT",0,0,0,NA,1
"GALUi",2.0090338273284,2.33356562271179,0.216034082536924,7.79255427690784e-22,1.52535651381295e-21
"GAM6Pt",0,0,0,NA,1
"GAM6Pt_rev",0,0,0,NA,1
"GAPD",0,0,0,NA,1
"GARFT",0,0,0,NA,1
"GAT1_SC",0.0168043706594504,0.0168030084711709,-0.000116944872387014,2.12386016292658e-24,1.02307898092195e-23
"GAT2_SC",0,0,0,NA,1
"GBEZ",0,0,0,NA,1
"GCC2am",0,0,0,NA,1
"GCC2bim",0,0,0,NA,1
"GCC2cm_copy1",0,0,0,NA,1
"GCC2cm_copy2",5.1725115129822,5.04078198599966,-0.0372173848676515,7.77087122056551e-22,1.52535651381295e-21
"GCCam",0,0,0,NA,1
"GCCbim",0,0,0,NA,1
"GCCcm",0,0,0,NA,1
"GF6PTA",0,0,0,NA,1
"GHMT2r",0,0.00310470009906265,11.6007028077278,3.93186730587283e-25,2.28395233208789e-24
"GHMT2r_rev",0,0,0,NA,1
"GHMT2rm",0,0,0,NA,1
"GHMT2rm_rev",0,0,0,NA,1
"GK1",0.00216973323451934,0.00147899173891918,-0.552593318365228,0.440696111328034,0.460515777710512
"GK1_rev",0.000226102498136816,4.58094786520095e-05,-2.27847097382963,0.29783122962745,0.314554373537013
"GK2",0.00117795802208633,0.000859254934885308,-0.454676182539027,0.249069190525408,0.265898189885233
"GK2_rev",0,0,0,NA,1
"GLCGSD",0,0,0,NA,1
"GLCGSDv",0,0,0,NA,1
"GLCNtv",0,0,0,NA,1
"GLCP",0.891014235931707,1.21554603131508,0.448083707992956,7.79026912533583e-22,1.52535651381295e-21
"GLCS2",1.24164216682095,1.56617396220433,0.334994769439411,7.79141162092234e-22,1.52535651381295e-21
"GLCt1",8.56808674771127,8.58850014101988,0.00343312011292873,7.77771225405903e-22,1.52535651381295e-21
"GLCtv",0,0,0,NA,1
"GLCtv_rev",0.152125276357106,0.359677518357634,1.24143863034672,7.73221403660493e-22,1.52535651381295e-21
"GLNS",0,0,0,NA,1
"GLNt2r",2,1.8391859727829,-0.120932568952023,1.44019401345064e-28,1.89625545104334e-27
"GLNt2r_rev",0,0,0,NA,1
"GLNt6",0,0.0217546886106192,14.4091050613051,4.15896022348214e-05,5.51271573246794e-05
"GLNt7",0,0.0217546886106192,14.4091050613051,4.15896022348214e-05,5.51271573246794e-05
"GLU5K",0,0,0,NA,1
"GLUDC",0,0,0,NA,1
"GLUDxi",0,0,0,NA,1
"GLUDy",0,0,0,NA,1
"GLUDy_rev",0,0,0,NA,1
"GLUK",0,0,0,NA,1
"GLUN",1.92384937667955,1.76742324309473,-0.122348222684929,8.90473662228373e-25,4.75320400784064e-24
"GLUPRT",0,0,0,NA,1
"GLUSx",0,0,0,NA,1
"GLUt2r",2,2,0,NA,1
"GLUt2r_rev",0,0,0,NA,1
"GLUt5m",0,0,0,NA,1
"GLUt7m",3.92537429823856,3.77587582257499,-0.0560188925626151,5.60281706758143e-23,2.28155952752027e-22
"GLXt",0,0,0,NA,1
"GLYC3Ptm",0,0,0,NA,1
"GLYCDy",0.00010551620452978,0.00010919254932992,0.0489537520518579,1.44019401345064e-28,1.89625545104334e-27
"GLYCLm",0,0,0,NA,1
"GLYCt",0,0,0,NA,1
"GLYCt2",0,0,0,NA,1
"GLYGS",0,0,0,NA,1
"GLYK",0,0,0,NA,1
"GLYOX",0.00011436683081901,0.00010937893237208,-0.0637636571526605,1.44019401345064e-28,1.89625545104334e-27
"GLYt2m",0,0,0,NA,1
"GLYt2r",0.196378690704408,0.193273990605349,-0.022990768198745,1.00913363854584e-22,4.06742640026128e-22
"GLYt2r_rev",0,0,0,NA,1
"GMPS2",0,0,0,NA,1
"GND",0.00400827750013724,0.00196108196637399,-1.03095696466497,3.63967676983735e-23,1.51333928851132e-22
"GNNUC",0,0,0,NA,1
"GPDDA1",0.00010136218790278,1e-04,-0.0193275961948041,1.44019401345064e-28,1.89625545104334e-27
"GRTT",0.00297543470763376,0.00297543470758388,-2.41772208524449e-11,0.000822077652223083,0.000986992925921331
"GSNK",0.034228406156549,0.0333992545932325,-0.0353771636794622,0.0108797251427735,0.0124204954664611
"GTHOr",0,0,0,NA,1
"GTHPi",0,0,0,NA,1
"GTPCII",0.000669472809169704,0.000669472809169879,3.78004327450111e-13,1.61050025094859e-06,2.23209683903401e-06
"GTPH1",0,0,0,NA,1
"GTPt2m",0,0,0,NA,1
"GUAD",0,0,0,NA,1
"GUAPRT",0,0,0,NA,1
"GUAt2r",0.0333992545932378,0.0333992545932325,-2.28724652372403e-13,0.0169450216083383,0.019123667243696
"GUAt2r_rev",0,0,0,NA,1
"H2Ot",0,0,0,NA,1
"H2Ot_rev",11.5485624035795,11.6001525846886,0.0064305094496772,1.13287248831125e-19,2.19355212197521e-19
"H2Oter",0.00148771735381688,0.00148771735379194,-2.41666495449821e-11,0.000822077652223083,0.000986992925921331
"H2Otm",0,0,0,NA,1
"H2Otm_rev",45.344410840247,45.2026358822304,-0.00451783241723871,7.77999387945692e-22,1.52535651381295e-21
"H2Otn",0.143107037059598,0.169126820921589,0.24100930021809,0.00762215995603296,0.00875218948439831
"H2Otv",0.0760626381785528,0.179838759178817,1.24143315790429,7.73788734829581e-22,1.52535651381295e-21
"HACNHm",0,0,0,NA,1
"HCITSm",0,0,0,NA,1
"HCO3E",0.125764062870301,0.0997442790052913,-0.334410737260312,0.67084228168808,0.688266756537121
"HCO3En",0.143107037059598,0.169126820921589,0.24100930021809,0.00762215995603296,0.00875218948439831
"HCO3tn",0,0,0,NA,1
"HCO3tn_rev",0.143107037059598,0.169126820921589,0.24100930021809,0.00762215995603296,0.00875218948439831
"HCYSMT",0,0,0,NA,1
"HETZK",0,0,0,NA,1
"HEX1",9.2404708302525,9.46843646556164,0.0351598443750599,7.79141162092234e-22,1.52535651381295e-21
"HEX7",0,0,0,NA,1
"HICITDm",0,0,0,NA,1
"HISTD",0,0,0,NA,1
"HISTP",0,0,0,NA,1
"HISt2r",0.0448343911628866,0.0448343911628873,2.14629575755598e-14,1.65968607225548e-09,2.65415384024663e-09
"HISt2r_rev",0,0,0,NA,1
"HKYNH",0,0,0,NA,1
"HMGCOAR",0.00148771735381688,0.00148771735379194,-2.41666495449821e-11,0.000822077652223083,0.000986992925921331
"HMGCOAS",0,0,0,NA,1
"HMGCOASm",0.0089263041229162,0.00892630412285805,-9.39837284824801e-12,3.06687550972565e-05,4.10649432658181e-05
"HMGCOAtm",0.0089263041229162,0.00892630412285805,-9.39837284824801e-12,3.06687550972565e-05,4.10649432658181e-05
"HMPK1",0,0,0,NA,1
"HSDxi",0,0,0,NA,1
"HSDy",0,0,0,NA,1
"HSDy_rev",0,0,0,NA,1
"HSERTA",0,0,0,NA,1
"HSK",0,0,0,NA,1
"HSTPT",0,0,0,NA,1
"HXANt2r",0,0,0,NA,1
"HXANt2r_rev",1.96193328154463,1.96645873602293,0.0033239301314986,0.0793121009352135,0.0870229996372481
"HXPRT",0,0,0,NA,1
"HYPOE",0,0,0,NA,1
"IAMACt",0,0,0,NA,1
"IAMOHt",0.00248693830906043,0.00200246220860104,-0.3124554164304,2.5694838324082e-25,1.78060721719515e-24
"IAMOHtm",0,0,0,NA,1
"IBUTACt",0,0,0,NA,1
"IBUTOHt",0.00927697433410982,0.013072211410088,0.494731819681605,3.11170647824114e-25,1.89096009062346e-24
"IBUTOHtm",0,0,0,NA,1
"ICDHxm",0,0,0,NA,1
"ICDHym",1.24713721474364,1.25907015693315,0.013738458415742,7.79026912533583e-22,1.52535651381295e-21
"ICDHyr",0.200737255727664,0.212052807281254,0.0791148010124838,3.49067657308513e-22,1.21758868544215e-21
"ICL",0,0,0,NA,1
"ID3ACALDt",0,0,0,NA,1
"ID3ACALDtm",0,0,0,NA,1
"IG3PS",0,0,0,NA,1
"IGPDH",0,0,0,NA,1
"IGPS",0,0,0,NA,1
"ILETA",0,0,0,NA,1
"ILETA_rev",0,0,0,NA,1
"ILETAm",0.0179027270685177,0.0371928019186506,1.05480227795999,3.3637210866184e-22,1.20788166292206e-21
"ILEt2r",0.112407788423009,0.0931177135728784,-0.271611800980374,4.14218008495718e-22,1.3634676112984e-21
"ILEt2r_rev",0,0,0,NA,1
"ILEt6",0,0.0203043760368934,14.3095741244447,8.05822297004758e-05,0.000104703883985816
"ILEt7",0,0.0203043760368934,14.3095741244447,8.05822297004758e-05,0.000104703883985816
"ILEtmi",0.0179027270685177,0.0371928019186506,1.05480227795999,3.3637210866184e-22,1.20788166292206e-21
"IMPC",0,0,0,NA,1
"IMPC_rev",0,0,0,NA,1
"IMPD",0,0,0,NA,1
"IND3ETHt",0,0,0,NA,1
"IND3ETHtm",0,0,0,NA,1
"INDPYRD",0,0,0,NA,1
"INSK",0,0,0,NA,1
"IPC124PLC_SC",0,0,0,NA,1
"IPC126PLC_SC",0,0,0,NA,1
"IPC224PLC_SC",0,0,0,NA,1
"IPC226PLC_SC",0,0,0,NA,1
"IPC324PLC_SC",0,0,0,NA,1
"IPC326PLC_SC",0,0,0,NA,1
"IPCS124_SC",0,0,0,NA,1
"IPCS126_SC",0,0,0,NA,1
"IPCS224_SC",0,0,0,NA,1
"IPCS226_SC",0,0,0,NA,1
"IPCS324_SC",0,0,0,NA,1
"IPCS326_SC",0,0,0,NA,1
"IPDDI",0.00297543470763376,0.00297543470758388,-2.41772208524449e-11,0.000822077652223083,0.000986992925921331
"IPMD",0,0,0,NA,1
"IPPMIa",0,0,0,NA,1
"IPPMIb",0,0,0,NA,1
"IPPS",0,0,0,NA,1
"IPPSm",0,0,0,NA,1
"KARA1im",0,0,0,NA,1
"KARA2im",1.49484803316644,1.25907015693315,-0.247639972174269,7.79598320747168e-22,1.52535651381295e-21
"KYN",0,0,0,NA,1
"KYN3OX",0,0,0,NA,1
"LALDO3",0.00010081114654497,1e-04,-0.0115402270300651,1.44019401345064e-28,1.89625545104334e-27
"LANOSTt",0,0,0,NA,1
"LANOSTt_rev",0,0,0,NA,1
"LCADi",0.00010081114654497,1e-04,-0.0115402270300651,1.44019401345064e-28,1.89625545104334e-27
"LEUTA",0.00248693830906043,0.00200246220860103,-0.31245541643041,2.74289599293007e-25,1.86800675380582e-24
"LEUTA_rev",0,0,0,NA,1
"LEUt2r",0.202923039978436,0.202438563877979,-0.00344851680667285,2.23503951261354e-23,1.03037527091489e-22
"LEUt2r_rev",0,0,0,NA,1
"LEUt6",0,0.0203043760357487,14.3095741243633,8.05822297004758e-05,0.000104703883985816
"LEUt7",0,0.0203043760357487,14.3095741243633,8.05822297004758e-05,0.000104703883985816
"LGTHL",0.00011436683081901,0.00010937893237208,-0.0637636571526605,1.44019401345064e-28,1.89625545104334e-27
"LNS14DM",0,0,0,NA,1
"LNS14DMx",0.00148771735381644,0.00148771735381898,2.45638744312319e-12,4.46213503208163e-11,7.28323693252994e-11
"LNSTLS",0.00148771735381688,0.00148771735379194,-2.41666495449821e-11,0.000822077652223083,0.000986992925921331
"LPCAT_SC",0,0,0,NA,1
"LPP_SC",0,0,0,NA,1
"LYSt2r",0.193538503028931,0.193538503028934,2.11426149251783e-14,8.20649451258958e-08,1.26130946788828e-07
"LYSt2r_rev",0,0,0,NA,1
"L_LACD2cm",0.00010081114654497,1e-04,-0.0115402270300651,1.44019401345064e-28,1.89625545104334e-27
"L_LACt2r",0,0,0,NA,1
"L_LACt2r_rev",0,0,0,NA,1
"MALS",0,0,0,NA,1
"MALt2r",0,0,0,NA,1
"MALt2r_rev",0,0,0,NA,1
"MALtm",6.97929813403546,7.0805406494277,0.0207775609618662,7.79598320747168e-22,1.52535651381295e-21
"MALtm_rev",0,0,0,NA,1
"MAN1PT",0.000669472809169704,0.000669472809169879,3.78004327450111e-13,1.61050025094859e-06,2.23209683903401e-06
"MAN6PI",0.000669472809169704,0.000669472809169879,3.78004327450111e-13,1.61050025094859e-06,2.23209683903401e-06
"MANNANter",0.000669472809169704,0.000669472809169879,3.78004327450111e-13,1.61050025094859e-06,2.23209683903401e-06
"MCITDm",0,0,0,NA,1
"MCITL2m",0,0,0,NA,1
"MCITSm",0,0,0,NA,1
"MDH",0,0,0,NA,1
"MDH_rev",7.1800353897631,7.29259345670891,0.0224410117148724,7.72314501960858e-22,1.52535651381295e-21
"MDHm",12.1048360843225,12.0741855592694,-0.00365766499363626,7.78798461527298e-22,1.52535651381295e-21
"MDHm_rev",0,0,0,NA,1
"MDRPD",0,0,0,NA,1
"ME1m",0,0.259189883439182,17.9836554494171,1.009038676745e-24,5.16820346092981e-24
"ME2m",0.247710818422803,0,-17.918303176179,1.00923169331926e-24,5.16820346092981e-24
"METAT",0.0126455975074786,0.0126455975074787,2.05019296244153e-14,2.45504414589325e-07,3.63199414841886e-07
"METB1",0,0,0,NA,1
"METS",0,0,0,NA,1
"METt2r",0.0469307201614507,0.0469307201614513,2.05019296244153e-14,1.80951216969696e-07,2.68705754522669e-07
"METt2r_rev",0,0,0,NA,1
"MEVK1",0,0,0,NA,1
"MEVK2",0.00892630412289017,0.00892630412291389,3.8322591265087e-12,5.68425250869368e-22,1.52535651381295e-21
"MEVK3",0,0,0,NA,1
"MEVK4",0,0,0,NA,1
"MFAPS_SC",0.00405741096496711,0.00405741096496717,1.95409016732709e-14,4.30969165787427e-11,7.06360250979393e-11
"MGSA",0.00021517797736398,0.00020937893237208,-0.0392293208563313,1.44019401345064e-28,1.89625545104334e-27
"MI1PP",0.00358404635238432,0.00358404635235936,-1.0041300547568e-11,5.35880104495685e-19,1.003187873345e-18
"MI1PS",0.000669472809169704,0.000669472809169879,3.78004327450111e-13,1.61050025094859e-06,2.23209683903401e-06
"MOHMT",0,0,0,NA,1
"MTAP",0,0,0,NA,1
"MTHFC",0,0.000670253520483009,9.39071393930862,4.133738565377e-25,2.33260961903416e-24
"MTHFC_rev",4.86650650333154e-14,0,-7.02088462527784e-08,0.158983201656503,0.172522979819556
"MTHFD",0,0.000670253520483009,9.39071393930862,4.133738565377e-25,2.33260961903416e-24
"MTHFD2i",0,0,0,NA,1
"MTHFD_rev",4.86650650333154e-14,0,-7.02088462527784e-08,0.158983201656503,0.172522979819556
"MTHFR3",0,0,0,NA,1
"MTRI",0,0,0,NA,1
"NABTNO",0,0,0,NA,1
"NADH2_u6cm",0,0,0,NA,1
"NADH2_u6m",18.7520009801448,18.8837313182743,0.0100993104127598,7.71861433053545e-22,1.52535651381295e-21
"NADK",0,0,0,NA,1
"NADKm",0,0,0,NA,1
"NADPPPS",0,0,0,NA,1
"NADPPPSm",0,0,0,NA,1
"NADPt",0,0,0,NA,1
"NADS1",0,0,0,NA,1
"NDP1",0,0,0,NA,1
"NDP3",0,0,0,NA,1
"NDP4",0,0,0,NA,1
"NDP7",0,0,0,NA,1
"NDPK1",0,0,0,NA,1
"NDPK1_rev",0,0,0,NA,1
"NDPK2",2.0392615390174,2.36379333440002,0.213056994097196,7.79369709331353e-22,1.52535651381295e-21
"NDPK3",0,0,0,NA,1
"NDPK3_rev",0.0093659300637376,0.00936729225163274,0.000209788994383059,7.57072661835126e-25,4.09648906061473e-24
"NDPK4",0,0,0,NA,1
"NDPK4_rev",0,0,0,NA,1
"NDPK5",0,0,0,NA,1
"NDPK5_rev",0,0,0,NA,1
"NDPK6",0,0,0,NA,1
"NDPK6_rev",0,0,0,NA,1
"NDPK7",0,0,0,NA,1
"NDPK7_rev",0,0,0,NA,1
"NDPK8",0,0,0,NA,1
"NDPK8_rev",0,0,0,NA,1
"NDPK9",0,0,0,NA,1
"NFORTYRt",0,0.000335126760041176,8.39286159419352,1.46477726667398e-25,1.18078983742086e-24
"NFTYROX",0,0.000335126760041176,8.39286159419352,1.46477726667398e-25,1.18078983742086e-24
"NH4t",0,0,0,NA,1
"NH4t_rev",0,0,0,NA,1
"NH4ti",5.91059802934246,5.78886155744586,-0.0300244488805162,7.7118230673689e-22,1.52535651381295e-21
"NH4tm",0,0,0,NA,1
"NH4tm_rev",0,0,0,NA,1
"NNATr",0,0,0,NA,1
"NNDPR",0,0,0,NA,1
"NTD1",0.000819989667595142,0,-9.68122025513584,6.37531009686264e-07,9.39644585171919e-07
"NTD10",0,0,0,NA,1
"NTD11",0,0,0,NA,1
"NTD2",0,0,0,NA,1
"NTD3",0,0,0,NA,1
"NTD4",0,0,0,NA,1
"NTD5",0,0,0,NA,1
"NTD6",0.0007853053480582,0,-9.61894585669026,1.32061324082242e-06,1.92487907795149e-06
"NTD7",0,0,0,NA,1
"NTD8",0.000829151563307513,0,-9.69723094752373,1.49148553460884e-07,2.24006382574332e-07
"NTD9",0,0,0,NA,1
"NTP3",0,0,0,NA,1
"NTP4",0,0,0,NA,1
"O2t",12,12,0,NA,1
"O2ter",0.00148771735381688,0.00148771735379194,-2.41666495449821e-11,0.000822077652223083,0.000986992925921331
"O2tm",11.9623066521368,11.962306652137,2.7549467932808e-14,0.0166057733371497,0.0187944999088084
"OAAt",0,0,0,NA,1
"OAAt2m",0,0,0,NA,1
"OAAt2m_rev",6.99106204667861,7.09373576159306,0.0210339493966425,7.79941358239863e-22,1.52535651381295e-21
"OBDHm",0,0,0,NA,1
"OCBT",0,0,0,NA,1
"OHACT1",0,0,0,NA,1
"OHACT2",0,0,0,NA,1
"OHACT3",0,0,0,NA,1
"OHACT4",0,0,0,NA,1
"OHACT5",0,0,0,NA,1
"OMCDC",0,0,0,NA,1
"OMPDC",0,0,0,NA,1
"ORNDC",0,0,0,NA,1
"ORNTA",0,0,0,NA,1
"ORNTACim",0,0,0,NA,1
"ORNt2r",0,0,0,NA,1
"ORNt2r_rev",0.0426872036704946,0.0412926092914306,-0.0479189313143469,2.5694838324082e-25,1.78060721719515e-24
"ORNt3m",0,0,0,NA,1
"ORPT",0,0,0,NA,1
"OXAGm",0,0,0,NA,1
"P5CDm",0,0.00583600649151851,12.5110129573497,1.46477726667398e-25,1.18078983742086e-24
"P5CR",0,0,0,NA,1
"PACALDt",0,0,0,NA,1
"PACALDtm",0,0,0,NA,1
"PAK_SC",0,0,0,NA,1
"PAN4Ptm",0,0,0,NA,1
"PANTS",0,0,0,NA,1
"PANTtm",0,0,0,NA,1
"PAPSR",0,0,0,NA,1
"PAPt",0,0,0,NA,1
"PAPt_rev",0,0,0,NA,1
"PAPtm",0,0,0,NA,1
"PAtm_SC",0,0,0,NA,1
"PC",0,0,0,NA,1
"PCDAGAT",0,0,0,NA,1
"PDE1",0,0,0,NA,1
"PDHm",1.47465338284005,1.49790187658308,0.0225672157707733,7.79484007016099e-22,1.52535651381295e-21
"PETOHM_SC",0.00405741096496711,0.00405741096496717,1.95409016732709e-14,4.30969165787427e-11,7.06360250979393e-11
"PEtm_SC",7.10046918869245e-05,7.10046918869256e-05,2.05019296244153e-14,5.4387990161934e-11,8.80461316146062e-11
"PEtv_SC",0,0,0,NA,1
"PFK",1e-04,1e-04,0,NA,1
"PFK26",0,0,0,NA,1
"PFK_3",7.47571999828949,7.70436803211684,0.0434640813851373,7.78570074654748e-22,1.52535651381295e-21
"PGCD",0,0,0,NA,1
"PGI",2.35592500758138,3.09567822829684,0.393961759120079,0.0308457245515163,0.0345157541015551
"PGI_rev",0,0,0,NA,1
"PGK",14.8883675449712,15.3449870131584,0.0435818455741445,7.79484007016099e-22,1.52535651381295e-21
"PGK_rev",0,0,0,NA,1
"PGL",0.00400827750013724,0.00196108196637399,-1.03095696466497,3.63967676983735e-23,1.51333928851132e-22
"PGM",14.8883675449712,15.3449870131584,0.0435818455741452,7.79484007016099e-22,1.52535651381295e-21
"PGMT",0,0,0,NA,1
"PGMT_rev",1.11801959139669,1.1180195913967,2.11426149251783e-14,2.3424239477205e-05,3.16868992927945e-05
"PGM_rev",0,0,0,NA,1
"PHCDm",0,0,0,NA,1
"PHCHGSm",0,0,0,NA,1
"PHCHGSm_rev",0,0,0,NA,1
"PHEACt",0,0,0,NA,1
"PHETA1",0,0,0,NA,1
"PHETA1_rev",0,0,0,NA,1
"PHEt2r",0.0905478880348495,0.0905478880348508,2.14629575755598e-14,1.51562333684556e-09,2.43362283761787e-09
"PHEt2r_rev",0,0,0,NA,1
"PI35BP5P_SC",0,0,0,NA,1
"PI3P5K_SC",0,0,0,NA,1
"PI45BP5P_SC",0,0,0,NA,1
"PI4P5K_SC",0,0,0,NA,1
"PINOS_SC",0.00358404635238432,0.00358404635235936,-1.0041300547568e-11,5.35880104495685e-19,1.003187873345e-18
"PIt2m",38.7060714374011,38.6727783237709,-0.00124147132713152,7.79026912533583e-22,1.52535651381295e-21
"PIt2m_rev",0,0,0,NA,1
"PIt2r",0.133691691295103,0.133691691294237,-9.3496807653897e-12,1.1743631626573e-07,1.79101717857002e-07
"PIt5m",0,0,0,NA,1
"PLBPC_SC",0.00020272437580556,2e-04,-0.019423108992097,1.44019401345064e-28,1.89625545104334e-27
"PLD_SC",0,0,0,NA,1
"PMAN",0.000669472809169704,0.000669472809169879,3.78004327450111e-13,1.61050025094859e-06,2.23209683903401e-06
"PMDPHT",0.000669472809169704,0.000669472809169879,3.78004327450111e-13,1.61050025094859e-06,2.23209683903401e-06
"PMETM_SC",0.00405741096496711,0.00405741096496717,1.95409016732709e-14,4.30969165787427e-11,7.06360250979393e-11
"PMEVK",0.00148771735381688,0.00148771735379194,-2.41666495449821e-11,0.000822077652223083,0.000986992925921331
"PMI12346PH",0,0,0,NA,1
"PMI12346PS",0,0,0,NA,1
"PMI1346PH",0,0,0,NA,1
"PMI1346PS",0,0,0,NA,1
"PMPK",0,0,0,NA,1
"PNTOt2",0,0,0,NA,1
"POLYAO",0,0,0,NA,1
"POLYAO2",0,0,0,NA,1
"POLYAO3",0,0,0,NA,1
"PPA",2.89648405897728,3.22101176779228,0.153211156306465,7.79484007016099e-22,1.52535651381295e-21
"PPAm",0,0,0,NA,1
"PPCK",0,0,0,NA,1
"PPM",0,0,0,NA,1
"PPM_rev",0.141732127356474,0.141732127354783,-1.7212651290401e-11,0.615495883184332,0.63644207816181
"PPND",0,0,0,NA,1
"PPND2",0,0,0,NA,1
"PPNDH",0,0,0,NA,1
"PPYRDC",0,0,0,NA,1
"PRAGSr",0,0,0,NA,1
